-283.8659866407488,-271.94059127232595,-256.815699585547,-235.00095196038365,-208.53239150852005,-189.626276900045,-176.53742832494754,-166.3572127665384,-156.17699720812925,-146.5785082530574,-140.17951561634345,-135.23483948797275,-129.70843675626475,-122.14599091287528,-108.4754157344396,-89.27843782429682,-63.68246727743917,-29.94232428385385,11.651127854789593,59.93443593181655,107.63601740550621,148.938606242481,177.73407310769562,189.07774187278028,176.57061990102056,144.2847934157794,102.40047797546686,55.57148640678406,7.869904933095313,-36.050453618899155,-73.86268283584832,-96.84088366768628,-103.23987630440115,-96.55002036601763,-86.07894150593893,-83.46117179092016,-81.42512867923779,-73.57181953417967,-57.28347464072431,-34.30527380888634,-5.218943642003069,30.266379161595523,71.85983130023897,113.74414674055151,145.44824662245492,149.8111961474874,138.7583906840714,113.16242013721376,73.89587441192089,23.285659921543356,-16.562612407087727,-47.684985685652464,-74.15354613751697,-97.71347357269315,-119.5282211978556,-139.3069257113366,-155.59527060479104,-166.06634946486975,-170.13843568823359,-168.97498248155807,-164.61203295652558,-163.73944305151872,-169.26584578322672,-181.19124115164868,-199.5156291567855,-220.457786876942,-237.61872167540332,-247.79893723381247,-252.16188675884496,-252.45275006051452,-251.8710234571763,-254.77965647386463,-260.5969225072413,-269.9045481606445,-282.99339673574195,-301.60864804254743,-329.82238830442475,-363.5625312980101,-395.8483577832503,-419.11742191675785,-426.09814115681,-417.37224210674503,-407.48288985000454,-402.8290770233025,-404.5742568333162,-409.80979626335466,-414.4636090900567,-420.571738425102,-427.5524576651542,-436.27835671521916,-447.91288878197247,-460.7108740554013,-471.47281621714865,-480.19871526721363,-486.5977079039276,-490.9606574289601,-491.83324733396694,-488.9246143172786,-484.27080149057747,-479.0352620605381
-250.1258436471635,-238.20044827874153,-223.07555659196169,-208.53239150852005,-198.06131264844134,-192.53490991673334,-189.626276900045,-186.7176438833567,-179.73692464330452,-171.59275219657775,-164.61203295652558,-159.37649352648623,-155.01354400145374,-149.77800457141439,-139.01606240966794,-122.14599091287528,-97.42261027102359,-63.39160397577052,-18.889518820437843,34.33846538495891,86.11213308201195,130.90508153901283,163.77263462759174,181.5152960293908,175.9888932976828,149.22946954414965,105.89083759549294,51.499400183420676,-5.218943642003069,-51.46620860734765,-81.71599198090644,-96.25915706434898,-96.84088366768628,-88.1149846176213,-75.31699934419248,-60.773834260750846,-41.86771965227581,-17.72606561376233,11.360264553120942,43.6460910383621,78.25882393695338,113.16242013721376,145.44824662245492,169.5899006609684,178.31579971103338,162.60918142091623,131.48680814235058,90.47508260704444,43.93695434003075,-6.382396848677672,-48.266712288990675,-80.26167547256227,-106.14850932108948,-127.96325694625193,-146.28764495138876,-161.4125366381677,-170.7201622915709,-174.21052191159652,-172.4653421015837,-166.3572127665384,-158.79476692314893,-158.50390362147937,-166.3572127665384,-181.48210445331824,-201.26080896679923,-222.49382998862347,-238.78217488207883,-249.25325374215663,-254.48879317219598,-255.94310968054015,-257.68828949055296,-262.05123901558545,-268.15936835063167,-277.1761307023653,-290.26497927746277,-309.1710938859369,-334.76706443279454,-362.6899413930032,-389.44936514653637,-408.3554797550105,-407.48288985000454,-390.90368165488053,-377.23310647644485,-372.28843034807505,-375.48792666643203,-383.34123581149106,-389.740228448205,-395.266631179913,-401.3747605149583,-410.6823861683615,-426.6798677601473,-447.33116217863517,-463.32864377042097,-472.9271327254928,-477.58094555219395,-478.16267215553125,-472.05454282048595,-463.0377804687523,-455.47533462536194,-451.9849750053363
-223.07555659196169,-211.15016122353882,-196.31613283842853,-187.8810970900322,-188.4628236933704,-193.9892264250775,-200.67908236346102,-203.878578681818,-199.22476585511686,-190.49886680505188,-181.7729677549869,-173.6287953082592,-166.9389393698757,-161.12167333649904,-151.81404768309676,-136.98001929798556,-115.16527167282311,-84.04289839425746,-38.66822333391883,17.177530586497596,70.98724139523256,117.2345063605776,152.71982916417574,176.57061990102056,180.3518428227153,161.44572821424072,118.97968617059087,59.35270932847925,-4.9280803403335085,-49.43016549566619,-72.6992296291728,-78.80735896421811,-73.2809562325101,-63.68246727743917,-49.72102879733484,-27.033691267165523,5.5429985197442875,44.51868094336851,85.53040647867465,124.79695220396752,163.19090802425399,196.6401877161702,219.90925184967728,228.63515089974226,216.70975553131984,182.67874923606587,134.68630446070802,80.87659365197305,28.521199351582254,-22.670741742133032,-65.42764708745199,-98.0043368743618,-123.30944411955079,-143.66987523636908,-159.66735682815488,-170.42929898990224,-175.37397511827203,-174.79224851493473,-169.26584578322672,-160.53994673316174,-151.5231843814281,-151.5231843814281,-161.4125366381677,-179.15519803996722,-200.09735576012372,-221.62124008361752,-237.90958497707197,-248.08980053548112,-253.61620326718912,-256.2339729822088,-261.1786491105795,-267.8685050489621,-276.0126774956898,-286.19289305409893,-299.57260493086596,-318.18785623767144,-340.0026038628339,-361.81735148799635,-381.01432939814003,-393.81231467156886,-384.7955523198352,-363.5625312980101,-348.1467763095616,-343.2021001811909,-348.7285029128989,-359.1995817729776,-368.2163441247112,-375.7787899681007,-383.34123581149106,-393.81231467156886,-412.42756597837433,-435.69663011188095,-453.1484282120118,-463.91037037375827,-468.5641832004603,-469.1459098037976,-461.8743272620768,-451.4032484019981,-443.2590759552713,-440.9321695419203
-220.16692357527336,-210.85929792187017,-197.7704493467727,-191.08059340838918,-193.11663652007155,-200.38821906179237,-209.11411811185735,-215.22224744690266,-213.47706763688984,-206.20548509516902,-196.31613283842853,-185.26332737501252,-174.50138521326608,-165.48462286153153,-155.59527060479104,-143.66987523636908,-126.50894043790777,-100.62210658938147,-59.31951775240668,-7.545850055353185,43.064364435024345,87.27558628868746,121.8883191872792,148.938606242481,160.28227500756566,147.7751530358055,109.38119721551902,52.08112678675798,-7.254986753684534,-43.61289946228953,-59.901244355743984,-61.35556086408815,-52.92052511569182,-38.95908663558748,-16.271749105418166,17.177530586497596,59.6435726301479,107.92688070717486,157.08277868920823,201.8757271462091,239.97881966482691,267.6108333233665,281.2814085018017,278.95450208845114,254.52198474826855,211.18335279961184,155.91932548253317,95.41975873541469,36.08364519497218,-17.43520231209368,-60.482970959081285,-94.80484055600482,-121.56426430953707,-142.79728533136222,-157.63131371647341,-166.64807606820705,-170.13843568823359,-168.97498248155807,-163.73944305151872,-155.8861339064606,-149.48714126974573,-150.3597311747526,-159.95822012982353,-176.2465650232789,-194.86181633008437,-213.1862043352212,-227.72936941866283,-238.49131158041018,-246.3446207254683,-252.74361336218317,-261.7603757139168,-271.6497279706573,-282.41167013240465,-295.2096554058335,-310.9162736959506,-330.40411490776205,-348.7285029128989,-362.98080469467186,-371.4158404430682,-371.9975670464064,-358.61785516963937,-342.3295102761849,-330.6949782094316,-326.62289198606777,-330.98584151110026,-340.87519376784076,-352.2188625329254,-364.7259845046856,-378.39655968312036,-392.64886146489334,-408.64634305667914,-425.5164145534718,-440.05957963691435,-450.8215217986608,-457.5113777370443,-461.8743272620768,-462.4560538654141,-458.9656942453885,-455.47533462536194,-455.1844713236933
-236.74613177039646,-230.3471391336825,-219.00347036859785,-210.56843462020151,-208.2415282068505,-210.85929792187017,-217.54915386025368,-224.2390097986372,-225.4024630053118,-220.16692357527336,-209.9867080168642,-196.02526953675988,-180.60951454831138,-166.9389393698757,-156.75872381146655,-147.45109815806427,-136.1074293929796,-118.65563129284874,-86.95153141094579,-46.81239578064651,-6.673260150347232,29.393789256589116,60.807025836823414,89.31162940036938,103.27306788047326,94.25630552873963,63.133932250173984,18.63184709484176,-20.343835328782006,-40.413403143931646,-47.684985685652464,-46.2306691773083,-36.92304352390602,-14.817432597074003,21.831343413199193,67.78774507687558,120.14313937726592,175.6980299960137,231.83464721809924,280.99054520013306,318.80277441708176,341.4901119472511,347.5982412822964,336.8362991205495,302.51442952362686,251.32248842991157,189.07774187278028,122.4700457906165,56.44407631179092,-0.2742675136323669,-44.485489367295486,-79.97081217089362,-108.76627903610824,-132.32620647128442,-147.1602348563947,-155.8861339064606,-160.2490834314931,-160.8308100348304,-158.21304031981072,-152.6866375881027,-148.90541466640843,-151.23232107975855,-159.95822012982353,-173.6287953082592,-187.8810970900322,-200.09735576012372,-211.73188782687703,-223.07555659196169,-234.41922535704634,-246.3446207254683,-260.015195903904,-273.9766343840083,-287.93807286411175,-303.35382785256024,-323.13253236604123,-344.07469008619773,-360.07217167798353,-367.6346175213739,-365.3077111080229,-352.2188625329254,-336.2213809411387,-325.7503020810609,-319.35130944434695,-317.3152663326646,-321.3873525560284,-331.56756811443756,-344.65641668953504,-361.23562488465905,-379.2691495881272,-396.43008438658853,-408.64634305667914,-421.1534650284393,-432.7879970951926,-442.6773493519331,-450.2397951953235,-461.2926006587386,-472.3454061221546,-478.16267215553125,-479.907851965545,-480.19871526721363
-253.90706656885868,-250.41670694883214,-239.94562808875435,-230.05627583201385,-223.94814649696764,-222.78469329029303,-226.85677951365687,-233.54663545203948,-237.32785837373467,-233.83749875370813,-223.36641989363034,-207.0780750001759,-187.2993704866949,-170.42929898990224,-161.12167333649904,-155.8861339064606,-152.1049109847654,-145.12419174471324,-124.76376062789495,-95.96829376267942,-67.46369019913345,-42.15858295394537,-18.01692891543189,11.360264553120942,29.975515859926418,25.903429636563033,2.0526388997186586,-29.36059768051655,-45.35807927230235,-44.77635266896414,-36.92304352390602,-26.16110136215866,-12.781389485392538,19.504436999848622,68.36947168021288,126.25126871231168,188.78687857111163,252.77680493825574,316.1850047020621,370.86730541580346,409.5521245377586,428.7491024479018,428.1673758445645,407.225218124408,363.59572287408264,302.22356622195775,230.67119401142418,155.91932548253317,82.62177346198587,21.831343413199193,-25.87023806049001,-63.68246727743917,-94.80484055600482,-120.40081110286246,-134.9439761863041,-144.25160183970638,-150.06886787308304,-153.55922749310957,-154.43181739811644,-150.65059447642125,-147.45109815806427,-150.06886787308304,-158.79476692314893,-170.42929898990224,-180.31865124664273,-187.59023378836355,-196.60699614009718,-208.2415282068505,-222.78469329029303,-239.94562808875435,-258.8517426972285,-277.1761307023653,-295.2096554058335,-313.82490671263895,-335.93051763947005,-356.0000854546197,-368.2163441247112,-369.961523934724,-360.3630349796522,-342.3295102761849,-327.2046185894051,-319.0604461426774,-316.15181312598907,-316.15181312598907,-321.3873525560284,-332.1492947177758,-346.6924598012174,-364.1442579013474,-383.34123581149106,-400.5021706099524,-411.55497607336747,-422.6077815367835,-433.36972369853083,-442.9682126536027,-450.53065849699215,-466.52814008877795,-483.3982115855706,-493.8692904456484,-497.0687867640063,-495.9053335573308
-255.36138307720285,-257.10656288721566,-250.41670694883214,-241.9816712004358,-235.2918152620523,-232.38318224536397,-233.83749875370813,-238.78217488207883,-242.85426110544267,-240.8182179937603,-232.38318224536397,-218.7126070669292,-201.84253557013653,-188.4628236933704,-182.06383105665554,-180.60951454831138,-180.90037784998003,-178.57347143662992,-166.9389393698757,-149.48714126974573,-131.1627532646089,-114.29268176781625,-97.42261027102359,-72.99009293084146,-55.24743152904284,-52.92052511569182,-63.68246727743917,-76.480452550868,-70.37232321582178,-49.72102879733484,-23.834194948808545,2.6343655030559603,27.939472748244498,70.4055147918948,127.70558522065585,194.02241800115053,265.28392691001545,338.8723422322314,411.29730434777184,472.0877343965585,513.3903232335338,531.4238479370015,524.4431286969493,490.41212240169534,432.82118867126565,358.94191004738104,275.46414246842505,189.36860517444939,109.09033391385037,42.19177453001794,-11.327072977048374,-52.92052511569182,-85.20635160093298,-110.22059554445241,-125.92721383457047,-136.6891559963169,-144.54246514137594,-149.77800457141439,-151.5231843814281,-149.48714126974573,-148.32368806307022,-149.77800457141439,-155.01354400145374,-162.86685314651277,-170.7201622915709,-177.4100182299544,-185.84505397835073,-197.7704493467727,-214.931384145234,-236.74613177039646,-259.72433260223534,-282.7025334340733,-305.3898709642426,-328.3680717960806,-351.0554093262499,-367.6346175213739,-374.3244734597565,-370.2523872363927,-356.5818120579579,-340.29346716450254,-329.5315250027561,-323.71425896937944,-321.67821585769707,-323.13253236604123,-329.5315250027561,-340.87519376784076,-356.0000854546197,-373.161020253081,-390.03109174987367,-404.5742568333162,-417.0813788050755,-429.8793640785043,-442.0956227485958,-453.1484282120118,-462.4560538654141,-476.99921894885665,-490.0880675239541,-497.0687867640063,-496.77792346233673,-492.1241106356356
-250.7075702505008,-256.52483628387745,-252.45275006051452,-245.1811675187928,-238.49131158041018,-234.1283620553777,-233.25577215037083,-235.8735418653905,-238.78217488207883,-239.07303818374749,-236.16440516705916,-230.05627583201385,-222.49382998862347,-217.54915386025368,-216.38570065357817,-216.96742725691638,-216.96742725691638,-214.05879424022805,-207.6598016035132,-198.35217595011,-187.8810970900322,-177.11915492828575,-164.90289625819423,-148.32368806307022,-134.07138628129724,-125.0546239295636,-120.1099478011929,-111.38404875112792,-86.36980480760849,-46.52153247897786,-0.5651308153010177,43.355227736692996,80.00400374696665,129.74162833233777,192.2772381911377,263.53874710000264,339.7449321372378,419.1506134928304,498.556294848423,565.4548542322555,609.0843494825808,624.790967772698,612.5747091026069,566.9091707405996,496.5202517367411,408.97039793442127,311.8220551770296,213.51025921296286,126.54213201398034,53.53544329510214,-4.055490435327556,-47.39412238398381,-78.80735896421811,-100.62210658938147,-116.61958818116727,-128.54498354958923,-137.56174590132377,-143.08814863303178,-144.54246514137594,-143.08814863303178,-141.92469542635627,-141.92469542635627,-144.25160183970638,-149.77800457141439,-158.50390362147937,-166.64807606820705,-176.2465650232789,-189.626276900045,-210.56843462020151,-237.90958497707197,-265.83246193728064,-292.88274899248245,-319.0604461426774,-346.40159649954876,-369.3797973313867,-382.75950920815285,-384.7955523198352,-375.1970633647634,-356.0000854546197,-344.3655533878664,-338.2574240528211,-335.6396543378014,-335.0579277344641,-336.2213809411387,-342.9112368795222,-354.54576894627553,-369.6706606330554,-385.9590055265098,-399.92044400661416,-411.2641127716988,-424.3529613467963,-439.1869897319075,-453.7301548153491,-466.8190033904466,-478.16267215553125,-488.9246143172786,-494.74188035065526,-493.57842714397975,-486.5977079039276,-478.74439875886947
-244.0177143121182,-251.58016015550766,-247.79893723381247,-240.8182179937603,-233.83749875370813,-228.89282262533834,-227.43850611699418,-228.6019593236697,-231.80145564202667,-235.2918152620523,-237.90958497707197,-239.36390148541614,-240.52735469209165,-243.72685101044863,-246.63548402713695,-248.38066383715068,-246.63548402713695,-241.3999445970985,-237.03699507206602,-232.09231894369532,-226.56591621198731,-219.8760602736047,-210.85929792187017,-196.31613283842853,-180.02778794497408,-163.15771644818142,-144.8333284430446,-118.9464945945183,-79.09822226588767,-24.706784853814497,35.50191859163442,92.22026241705771,138.1766640807341,192.56810149280636,257.1397544632882,328.40126337215315,403.15313190104416,479.9410435416171,556.1472285788527,620.4280182476655,662.8940602913158,679.4732684864393,668.1295997213547,616.9376586276394,538.6954304787223,440.09277121298646,331.01903308717283,222.8178848663656,132.06853474568834,56.15321301012182,-2.6011739269833924,-44.194626065626835,-71.53577642249729,-88.98757452262817,-101.49469649438743,-111.38404875112792,-118.9464945945183,-123.30944411955079,-123.60030742121944,-122.14599091287528,-120.40081110286246,-119.23735789618695,-120.69167440453111,-126.50894043790777,-138.43433580632973,-151.23232107975855,-166.06634946486975,-185.55419067668117,-213.7679309385585,-246.92634732880651,-280.0847637190536,-311.4980002992879,-340.29346716450254,-367.92548082304256,-387.70418533652355,-397.59353759326405,-397.01181098992583,-387.12245873318534,-370.54325053806224,-360.9447615829904,-355.70922215295104,-353.3823157396009,-352.8005891362627,-354.2549056446069,-360.65389828132174,-371.4158404430682,-385.3772789231725,-399.6295807049455,-409.518932961686,-417.0813788050755,-429.00677417349834,-444.1316658602773,-460.129147452064,-474.6723125355056,-486.88857120559624,-495.0327436523239,-495.9053335573308,-489.21547761894726,-478.16267215553125,-468.27331989879076
-232.38318224536397,-238.49131158041018,-235.58267856372186,-229.47454922867564,-223.36641989363034,-219.58519697193515,-220.16692357527336,-224.52987310030585,-230.3471391336825,-236.74613177039646,-242.27253450210446,-246.3446207254683,-249.54411704382528,-252.45275006051452,-254.48879317219598,-254.77965647386463,-252.45275006051452,-248.38066383715068,-245.1811675187928,-242.56339780377402,-239.36390148541614,-234.1283620553777,-223.657283195299,-206.20548509516902,-183.22728426333106,-156.17699720812925,-126.21807713623912,-90.15102772930277,-43.61289946228953,14.85062417314748,79.13141384195978,141.66702370075973,195.7675978111638,253.0676682399244,315.60327809872433,381.62924757755036,448.5278069613828,513.3903232335338,573.308163377314,623.3366512643538,659.9854272746275,678.8915418831016,672.2016859447185,625.0818310743671,545.6761497187745,442.4196776263375,327.52867346714675,216.1280289279821,125.66954210897393,52.37199008842708,-2.6011739269833924,-40.122539842262995,-62.51901407076366,-73.86268283584832,-79.38908556755632,-81.42512867923779,-82.29771858424465,-82.87944518758195,-82.29771858424465,-81.13426537756914,-79.97081217089362,-79.97081217089362,-82.5885818859133,-92.18707084098514,-108.76627903610824,-130.87188996294026,-157.92217701814207,-189.91714020171457,-226.56591621198731,-264.3781454289365,-301.8995113442161,-336.51224424280826,-367.34375421970435,-390.6128183532119,-404.86512013498486,-410.97324947003017,-409.518932961686,-401.3747605149583,-390.03109174987367,-382.75950920815285,-378.687422984789,-376.9422431747762,-377.23310647644485,-380.1417394931332,-385.9590055265098,-393.5214513699002,-401.95648711829654,-409.518932961686,-414.4636090900567,-419.4082852184265,-429.00677417349834,-442.0956227485958,-457.5113777370443,-473.5088593288301,-487.7611611106031,-495.0327436523239,-493.57842714397975,-484.5616647922461,-473.21799602716146,-462.74691716708276
